id,title,price(USD),building_area(m²),land_area(m²),bedrooms,location
f5d80d3100_0.webp,"Elegant 7-Bedroom Estate in Brookview on 4,400m² with Borehole",650000,4400,4400,7,Harare
97ed3b870b_0.webp,Prime 940 m² Plot for Your Dream Home in Marondera,36000,940,940,,
077b3c3d5e_0.webp,"Spacious 3-Bedroom Apartment in Sought-After Greendale, Harare",140000,0,640000,3,Greendale
8d1f7cc099_0.webp,Elegant  Spacious Luxury Residence,790000,500,4047,10,Greystone Park
f026648517_0.webp,Zoned commercial,680000,16,640000,4,
6ce9b10ff9_0.webp,"GOVERNMENT NOSTRO ACCEPTED property with sewer on 4000sqm with deeds,cluster property can be build",390000,312,390000,4,Greendale
3d8ec08d5f_0.webp,Large AgroResidential Stand located in Rainham,85000,26,26000,,Harare
2f7c871440_0.webp,Neat Residential Stand for Sale,17000,1000,1000,,Harare
1f2a4d66ff_0.webp,Tynwald Stand For Sale,65000,0,756,,Harare
35300d6fe3_0.webp,"4-Bedroom Family Home in Paradise Park, Kadoma",45000,220,800,4,
9bfa7a00e1_0.webp,Warehouse Space With So Much Potential,225000,1,2,,Bulawayo
4b84742e57_0.webp,House for sale in Sunridge,160000,300,1000,3,Harare
3c520d194c_0.webp,Contemorary architecture,350000,700,3000,5,Harare
97902f281f_0.webp,Farm for sale,450000,0,1100000,,
404af97f1f_0.webp,246 Colne Valley Villas Now Selling Off-Plan,350000,149,500,4,Harare
95ca26393b_0.webp,Luxurious Property for Sale,310000,2000,2961,5,Mount Pleasant
3b04e1e7a0_0.webp,Solid Buiding,550000,1500,2000,3,Bulawayo
40e84e9c19_0.webp,Majestic Milton Park,595000,500,2961,5,Milton Park
6b675364e4_0.webp,45 Acres. Peace And Tranquility,3500000,0,182115,,Harare
a0d36a73c3_0.webp,Beautiful solid core house,30000,80,320,3,
f1ab8ef451_0.webp,"Prime 451m² Stand for Sale in Serene Nyabira, Mashonaland West",20000,0,451,,
234ea8aa50_0.webp,Once In A Lifetime Property,1200000,5,8903,,Bulawayo
a2fc5c67b7_0.webp,Sumben Stands For Sale,150000,0,2000,,Mount Pleasant
e1bb412f36_0.webp,Parklands House For Sale,115000,1,1300,3,Bulawayo
a7261e221d_0.webp,"6000 m² Commercial Land for Sale in Chinhoyi, Zimbabwe",160000,0,6000,,
ebd403c4cf_0.webp,Modern cluster for sale in Greendale,140000,300,450,3,Greendale
e3a9fd8645_0.webp,5 Bedroom House For Sale In Mainway Meadows,135000,200,800,5,Harare
8f81af396b_0.webp,Strathaven cluster house for sale,210000,250,420,3,Harare
8df27d2d34_0.webp,Beautiful Family Home,170000,500,3008,5,low density
c0aacf3176_0.webp,"Spacious 7-Bedroom Family Home in Charlotte Brooke, Harare North",50000,467,1200,7,Harare
f4830e7567_0.webp,Commercial Land For Sale In Chegutu,584000,0,16694,,Harare
d5619c6dd5_0.webp,"2773 m² Residential Land for Sale in Norton, Mashonaland West",55000,2773,2773,,
551393d7f9_0.webp,"Prime 2300 m² Plot for Sale in Norton, Mashonaland West",16000,0,2300,,
cf96de6fcc_0.webp,Hatfield House for Sale,190000,320,4047,4,Hatfield
aac664bd9c_0.webp,Huntersville Just After Beatrice Tollgate,22000,0,1100,,Harare
e906af4885_0.webp,Land for sale,38000,0,1000,,Harare
752944ea80_0.webp,Zengeza 2 House for sale,29000,100,200,4,Harare
77c9ee363c_0.webp,Warren Park 1  House for Sale,55000,138,300,3,Warren Park
8482a97e1e_0.webp,Plot for sale,215000,51,510000,,Harare
f5f9d55049_0.webp,Semi-finished House for Sale in Crowhil,50000,200,1100,4,Harare
ccdedbb956_0.webp,"3-Bedroom Cottage for Sale in Westlea, Harare West",75000,180,960,3,Harare
8e93ad5b90_0.webp,Solid 3 bedroomed House in Haig Park.,155000,0,0,3,Harare
484b62b7ba_0.webp,Majestic Court -$60000,60000,0,0,2,Bulawayo
b2ec3874fc_0.webp,Warren Park D,6500,0,200,,Warren Park
959df692c2_0.webp,Premium Lifestyle In Prestigious Location,530000,5338,5338,3,Bulawayo
ed45663591_0.webp,House For Sale In Northwood,360000,600,4000,5,Harare
1e1f39da85_0.webp,Luxury Unfinished Shell Home in Mabvazuva,90000,300,500,4,
be821abad8_0.webp,Buena Vista Stand For Sale,350000,10,40466,,Bulawayo
1472ed87da_0.webp,"Residential Stand For Sale in Whitestone, Nqabuko Hieghts",50000,0,5575,,Bulawayo
956c9fd21e_0.webp,Great Location -Upper Avenues,350000,340,980,,Harare
8ed630308b_0.webp,This property in Tynwald North offers a main 3-bedroom home and an additional 2-bedroom cottage.,75000,350,450,3,Harare
5c184f4311_0.webp,Prime Potential Ideal for Business or Family Living,240000,0,0,4,Bulawayo
2c1c3ded89_0.webp,533sqm stand in Nyeredzi Ridge for 49k..fully serviced,49000,0,533,,Borrowdale
62bcf0464e_0.webp,9183m²Multi-Purpose Property For Sale In Greendale,780000,800,9173,11,Greendale
566fc5066e_0.webp,House For Sale in Chitungwiza,22000,120,1190,3,
773efd5198_0.webp,House for sale,46000,1,1,4,
52b32e2177_0.webp,Prime commercial property in the heart of Harare CBD,1850000,1190,18616,11,Harare
665ac9a837_0.webp,Prime Location. Potential For Commercial,800000,500,4674,3,Harare
5a2ea2736d_0.webp,Large industrial property in the heart of Southerton,5000000,5190,18616,,Harare
7afc26c66b_0.webp,Modern Cluster Unit for Sale,220000,201,500,3,Harare
45b87da2e3_0.webp,Prime Commercial Property for Sale in Harare CBD,5175000,1300,2132,,Harare
989f8a0c05_0.webp,"Comfort, Convenient  Carefree Living",250000,127,500,2,Greendale
4c0797f138_0.webp,"Norton Mwashuma Park ,1300Sqm Stand with Slab.",30000,0,1300,,Bulawayo
b9b27fd0c5_0.webp,Commercial stand in Ruwa. Going for 52K Negotiable,52000,369,369,,
6896d083e9_0.webp,Exquisite Borrowdale Brooke Property,700000,1500,4000,8,Borrowdale
74868af53e_0.webp,Eastlea,235000,500,1190,3,Eastlea
ac7976112d_0.webp,Chisipite,1200000,2000,6000,11,Harare
072247d4be_0.webp,Land In Borrowdale Brooke -Outside The Golf Estate,180000,0,2000,,Borrowdale
32c537b587_0.webp,"Nice home perfect investment 3-Bedroom Townhouse in Greendale North, Harare",215000,285,500,3,Greendale
ea0ed0f529_0.webp,Plot For Sale,50000,2,20000,4,
1689507fb4_0.webp,Great investment opportunity in the heart of Harare CBD,650000,200,600,,Harare
42dc76acc8_0.webp,Hilltop Property with Panoramic Views and Endless Development Potential,180000,0,3737,,Harare
e956c8adcb_0.webp,Bulwayo Hillside Townhouse For Sale,80000,62,200,3,Hillside
9d42766a33_0.webp,"Elegant Corner-Stand Home in Knowe, Norton  A Perfect Blend of Comfort and Style",140000,300,2398,4,
9bcad94166_0.webp,Charming Single-Storey Family Home with Great Potential,295000,198,3844,3,Harare
32cd264ed3_0.webp,Commercial Property For Sale,275000,200,2230,3,
14a5683161_0.webp,Industrial Stand Close To Railway Line And Road.,150000,100,4000,6,Borrowdale
2f8508cff2_0.webp,Chitungwiza - $22 000,22000,100,200,3,
64b02dd9e6_0.webp,Plumtree Stands For Sale,15000,0,600,,
17d1597db5_0.webp,"11 513m² Warehouse  Factory for Sale in Graniteside, Harare",3850000,11513,11513,,Harare
1cea91b5a6_0.webp,Luxurious 4 Bedroom Family Home With Cottage,240000,1,500,4,Bulawayo
34b1dcfbad_0.webp,Reduced to go ..suitable for cluster homes ,380000,600,5000,4,Greendale
5644bb1840_0.webp,Charming 3-Bed Home in Arlington with Borehole Access,280000,200,500,3,Harare
1f0f8af254_0.webp,4-Bedroom House For Sale In Suburbs,220000,1390,13900,4,Bulawayo
143c8c1b2d_0.webp,Prime Industrial Stands For Sale,420000,0,2683,,Harare
6e69f128ce_0.webp,Charming Family Home,140000,1428,1428,3,Bulawayo
cc1cebf7cd_0.webp,Perfect Investment Being Used As A Commercial,75000,150,950,3,Harare
7c89973368_0.webp,Incomplete house for sale in Fidelity,45000,150,200,3,Harare
09fc258dc5_0.webp,Sandton Park - $165k,165000,450,1000,4,Harare
63d78a8d88_0.webp,A Home as Serene as Its Surroundings,550000,1500,4000,4,Mount Pleasant
6ef798fece_0.webp,Townhouses,375000,270,510,4,Harare
13b8f9f0d4_0.webp,Commercial Hub Investment,1100000,0,0,,Bulawayo
d446a02653_0.webp,Heavenly Abode,550000,1000,4000,5,Mt Pleasant
1224885d63_0.webp,Good Hope $150000,150000,80,2294,2,Harare
ec415d31f8_0.webp,Borrowdale Brookview House,750000,4000,4000,6,Borrowdale
e77b24560b_0.webp,Ultimate Luxury Living In Mount Pleasant Heights,375000,600,1600,5,Mount Pleasant
8c99e58965_0.webp,Hatcliffe Property For Sale,45000,120,320,4,Bulawayo
13a962b5cd_0.webp,Belvedere,265000,500,1792,4,Belvedere
a758210476_0.webp,Price Reduced,69000,0,2035,,Harare
38ff3d8369_0.webp,4-Bedroom Shell House for Sale in Southview Park,45000,180,240,4,Harare
441e045245_0.webp,Carrick Creagh Villas in-complete Double Storey,220000,300,500,5,Harare
3c465b0407_0.webp,Spacious 3-Bedroom Family Home with Borehole in Norton,48000,200,300,3,
08957da089_0.webp,2000 m² Residential Land for Sale in Spitzkop,20000,2000,2000,,Harare
f4fa3d347c_0.webp,Spacious Double-Story Thatch Home in Kariba,260000,2608,22332,5,
f1a291c28b_0.webp,"Prime Commercial Land for Sale  Mutoko Road Frontage, Goromonzi District",180000,0,30000,,Harare
e58ef36490_0.webp,"Expansive 22,332 m² land with Borehole in Norton,",150000,0,22332,,
a5fb2c8605_0.webp,Brand New 4 Bed Cluster,110000,400,400,4,
ebd15d81ad_0.webp,Charming 5-Bedroom Home in Glen View 3 - Cashcow,45500,140,332,5,Glen View
d19b51fabe_0.webp,A Large Commercial Property,600000,1888,1888,,Bulawayo
cb9f68ef4c_0.webp,This magnificent property is one of a kind and well-worth a view,2150000,500,3605,4,Borrowdale
92850bfaf6_0.webp,Agri Plots for Sale in Gweru A Prime Investment Opportunity,100000,0,121406,,Harare
24988c9c15_0.webp,Manningdale Incomplete House For Sale,55000,1,1,3,Bulawayo
90ec1a9480_0.webp,2 Bedroomed Flat in New Magwegwe,19000,0,0,2,Bulawayo
192dba67fb_0.webp,Neat modern house for sale in Westgate,250000,800,2100,5,Harare
437a1e387c_0.webp,Unit N Extension House For Sale,50000,144,200,4,
34b6c21ac9_0.webp,Norton Stand with Dam Views for Sale,31000,0,2700,,
6c9d2a9f99_0.webp,Morningside House For Sale,135000,1,1,4,Borrowdale
68e4e04731_0.webp,"Boutique Charm, Prime Location",850000,200,4000,5,Harare
9b1f3161a5_0.webp,A Property Full of Potential For Sale In Twinlakes,130000,3140,4000,4,
bd2df253bb_0.webp,"Finish To Your Taste , House At Roof Level",90000,500,2000,4,Harare
6ee48fc20c_0.webp,3-Bed House for Sale in Charara Kariba with Swimming Pool  Borehole,180000,600,4000,3,
88f51657a9_0.webp,4 Bed Duplex Townhouses,220500,150,250,4,Harare
4755c71e97_0.webp,Stand for sale in Sunway City Ruwa,65000,0,2036,,Harare
ed45cf1a16_0.webp,"House for Sale  Gevestein Park, Tynwald South  Prime Location",170000,700,2518,3,Bulawayo
0e2a3527e5_0.webp,Modern Offering- Neat and Solid,175000,180,1856,3,Bulawayo
e0ccc1b352_0.webp,Agro-Residential Plots for Sale in Norton  Prime Location Near David Mascott School and Zvimba Road,50000,0,10000,,
b9fef1ac86_0.webp,Neat cluster homes for sale,95000,100,400,3,Waterfalls
482f05dcb0_0.webp,Delightful Main Road Property,450000,300,4001,4,Mount Pleasant
428ed7989d_0.webp,Investment Opportunity,120000,600,600,4,Harare
62b9f94479_0.webp,"2bed duplex flats along greendale Avenue, 140k,shell , offplan,deposit 50 bal 12months",140000,200,200,2,greendale
9ad057b23c_0.webp,Commercial Property for Sale in Bulawayo,300000,0,0,1,Bulawayo
2988560d72_0.webp,"Vacant Stand with deeds for Sale - Crowhill Views, Harare North",15000,0,1000,,Harare
ee228fadf0_0.webp,40 residential stands located on 24.8290 hectares in Fernhill Mutare,1400000,0,248000,,
6776f64947_0.webp,Community Living in a secure Complex.,120000,0,1914,3,Borrowdale
2f9f098926_0.webp,Residential Stands Up For Grabs,10000,0,300,,
7b7475b305_0.webp,Adylin,115000,400,1000,4,Harare
171f87f527_0.webp,Luxury Living At James Lamb,200000,121,121,3,Marlborough
0ecd179342_0.webp,Aspindale 3-Bedroom Home  Title Deed Ready,105000,160,241,3,Harare
bee7a5cdc9_0.webp,A cozy stunning apartment for sale in Marlborough,90000,0,129500,3,Marlborough
63b6d56b59_0.webp,Rainham Plot,49000,0,10000,,Harare
a4ebfc2bf9_0.webp,Mandara 4-Bed Apartment for Sale,240000,267,1300,2,Harare
b4b3f9636b_0.webp,"Spacious 3-Bedroom House in Burnside, Bulawayo - Your Dream Home Awaits",98000,3000,4000,3,Bulawayo
0d1fd63e16_0.webp,Marondera Commercial Building,800000,1500,3000,,
dd0b412332_0.webp,Vacant Warehouse,500000,3200,8000,,
948801e270_0.webp,Spacious 3-Bed Apartment in Greendale with Modern Amenities,130000,150,25000,3,Greendale
3d0884fef2_0.webp,Double Story Dormitory Building,663000,1255,6000,4,Harare
6430f49263_0.webp,Commercial Property For Sale in Helensvale,4500000,3000,25000,3,Harare
b05c43d680_0.webp,Donnybrook Goshen Park Stand 300sqm,11500,0,300,,Harare
1f25aa12c2_0.webp,Flat in CBD for Sale,60000,55,1110,2,Bulawayo
e5e501b525_0.webp,Tafara Stands for Sale,12000,0,200,,Harare
b00ed7ad39_0.webp,Spacious 4-Bedroom Home with Borehole in Beitbridge,220000,296,2508,4,
67c78e4c9c_0.webp,Prime Galloway Park Stand Build Your Dream Home or Cultivate Your Garden Oasis,55000,4411,4411,,
e60db15c12_0.webp,"For Sale 300m² Residential Land in Donnybrook, Harare with Utilities",14000,300,300,,Harare
87b023675e_0.webp,6-Bedroom House For Sale In Mt Pleasant,1500000,236,5500,3,Mount Pleasant
df62a20c29_0.webp,Ready To Build Stand In Scenic Shawasha Hills,110000,0,1982,,Harare
0567afa2c8_0.webp,5 Acres of Land on Steppes Road,2200000,5,20234,,Harare
08bcb8160d_0.webp,Zimre Park Stand,60000,0,2300,,Harare
6cfda6f87f_0.webp,Budiriro Commercial Property for sale,350000,2249,2249,,Harare
d2e911d7a1_0.webp,Exquisite Upmarket Townhouses With A Cosy Pool In Mount Pleasant,280000,236,500,4,Mount Pleasant
d6e93c89e0_0.webp,3 Bed Home In Eastlea  Close to Robert Mugabe Road ,260000,190,1616,3,Eastlea
62c7528fba_0.webp, Investment Opportunity Charming 3-Bed Apartment in Avenues ,115000,0,3150,3,Harare
230a45faea_0.webp,"Spacious Warehouse  Factory for Sale in Nyakamete, Mutare",230000,1000,12000,,
aa6d4da328_0.webp,Ready to built,35000,0,3150,,
afb1a8be66_0.webp,Prime Retail Space at Guhwa Growth Point,45000,0,2518,,
d822bb3bd0_0.webp,Stratedgic location,650000,0,3724,,Msasa
b2cbe13fc1_0.webp,3 bedroomed house and land for sale in Tynwald South,170000,2000,2518,3,Harare
05d4a95fc0_0.webp,Residential Stand for Sale,35000,0,300,,Harare
2625ebdecc_0.webp,"Luxurious 4-Bedroom Home with Pool in Helensvale, Harare",280000,450,2000,4,Harare
797ad11fb1_0.webp,6 Units Flats For Sale,380000,1,2007,2,Bulawayo
925c9ed49c_0.webp,"Graniteside Warehouse  Factory Sale 4878m² Land, 1500m² Building  Borehole",3200000,1500,4878,,Harare
9ee9fd4ee6_0.webp,Investors - Modern 2-bedroom flats,68520,0,0,2,Harare
ae3714698c_0.webp,In-complete 5-Bedroom Double Storey for Sale in Brookview,400000,600,2000,5,Harare
8cffa08bc9_0.webp,Option of 2 units for sale in Granary Park Phase 2B,50000,200,325,3,High density
dadcc16147_0.webp,Kuwadzana 7 house for sale,35000,60,210,3,Hillside
81b945e6fb_0.webp,"Brand New, Beautiful Lock Up  Go Apartment for Sale",75000,0,2300,2,Harare
eb69096aed_0.webp,Prime Industrial Land for Sale in Pomona Industrial,3500000,0,15000,,Harare
1069214b6d_0.webp,Westgate Willow Creek house for sale,190000,300,2300,4,Harare
678e9e00c7_0.webp,"Prime Location , Commercial Property",520000,400,1880,4,Harare
e6244126da_0.webp,Perfect Investment Opportunity,80000,500,560,,
50acbcf947_0.webp,"5-Bedroom House in Sandton Park, Harare For sale",150000,400,1250,5,Harare
fcf69a60b9_0.webp,Family home,150000,1600,4312,3,Harare
4f7d1b79d1_0.webp,Prime Agricultural Land RUWA PLOT 6.56 hectares,400000,6.56,65600,,
c6ff20bdf6_0.webp,"3-Bedroom House for Sale in Waterfalls, Harare South - 4312 m² Land",180000,216,4312,3,Waterfalls
29c8472de8_0.webp,Fully Serviced And Ready To Build Stand,160000,0,2000,,Borrowdale
46665c95a9_0.webp,"Modern, 4-Bed Townhouses For Sale-Highlands",425000,313,550,4,Highlands
04ae713939_0.webp,Neat house for Sale in Esigodini,55000,200,350,4,
7b59e6bb6f_0.webp,Twin-Townhouse Complex for Sale in Victoria Falls with Borehole.,550000,2366,4000,4,
404f38162b_0.webp,Land available for sale,40000,0,4087,,
23960482bb_0.webp,"Luxury Townhouse in Helensvale, Harare - For Sale",350000,300,4000,3,Harare
b7e41f1021_0.webp,Zvishavane Hectare Plot,40000,0,0,,
cb2130f104_0.webp,3 bedroomed townhouse in Selbourne Park,110000,1,1,3,Bulawayo
4ff03f38d0_0.webp,Neat  Secure,140000,198,450,4,
93192b5146_0.webp,Hillside townhouses for sale,160000,400,400,3,Hillside
bd5f8dcbc9_0.webp,Commercial Property For sale in Fairbridge Park,430000,363,310000,3,Harare
6442e501f0_0.webp,"A Lucrative Investment Opportunity House for Sale in Unit L, Chitungwiza",30000,250,400,8,
f833a4abfc_0.webp,Land for sale,75000,0,310000,,
5ed49f8288_0.webp,Hidden Gem,1100000,5000,110000,4,Harare
e592355663_0.webp,A house for sale,35000,150,300,4,
a27aa2b2d9_0.webp,Charming family home,550000,1000,3473,4,Borrowdale
735a26f1e5_0.webp,Luna Estate -Nyabira Residential Stands,30000,0,1000,,
59826215e1_0.webp,"1000 m² Residential Land for Sale in Eastview, Harare High Density",21000,0,1000,,Harare
f9ebfe0231_0.webp,"Spacious semi finished 4-Bed Family Home in Nkulumane, Bulawayo - Your New Retreat",45000,420,420,4,Nkulumane
5c534311a6_0.webp,"New Listing Mt Pleasant, The Chase",3000000,21772,21760000,5,Mt Pleasant
3008732f64_0.webp,Hillcrest135,118000,1,1,3,Bulawayo
75164e1b20_0.webp,3 bedroom house with a stunning view in Kariba,325000,525,3426,3,
aea14184d8_0.webp,Prime Residential stands in the new city zone with title deeds and services price includes VAT,80000,0,1000,,Harare
696a2d106c_0.webp,House for Sale,30000,200,300,3,Bulawayo
1805951dd7_0.webp,Neat family home,45000,300,800,4,
e3f4c252ed_0.webp,"3-Bedroom House for Sale in Greendale, Harare",230000,200,4001,3,Greendale
8cedd96659_0.webp,Investment opportunity,1400000,600,800,,Harare
f15971bafb_0.webp,5 Acres with Stunning Views,390000,0,20234,,Harare
6a0cd6f154_0.webp,Executive Residence with Amazing Panoramic Views ,2900000,1150,9000,6,Borrowdale
6e49764ff2_0.webp,Versatile Property In Graniteside,1840000,3000,4235,,Harare
72bce6b487_0.webp,The industrial property for sale in Southerton,600000,800,1998,3,Harare
c1dfd805c3_0.webp,Luxury Home Next to Heritage School,410000,1200,1400,5,Harare
8c7205d1e8_0.webp,Stands for Sale,50000,0,500,,Harare
6799fb4483_0.webp,Luxurious 4-Bedroom Townhouse with Pool in great neighborhood,270000,300,600,4,Harare
,"Prime Commercial Land for Sale in Waterfalls, Harare South",60000,0,1860,,Waterfalls
1959eaa943_0.webp,"Spacious Warehouse  Factory for Sale in Ardbennie, Harare South",280000,4108,4108,,Harare
a90f782d82_0.webp,Marlborough Drive Cluster,110000,200,200,3,Marlborough
63e6071c33_0.webp,"Family  Rental Setup  Suburbs, Bulawayo",450000,500,2974,6,Bulawayo
bf69ec95bb_0.webp,Madokero House with Ensuite  Modern Kitchen,130000,320,400,3,Harare
b5c6d9fe96_0.webp,Pomona Nyeredzi,50000,0,500,,Borrowdale
9fc2215fb2_0.webp,Great investment,65000,0,1125,,Harare
fd7271057d_0.webp,A Choice Of 23 Bed Town House For Sale In Greendale North,250000,127,2127,3,Greendale
d74ddfb1de_0.webp,Property for Sale in Cold Comfort,185000,600,1682,4,Harare
6063412dbd_0.webp,20 Acre Agro Residential Property for Sale,190000,465,80937,3,Bulawayo
f1f4a4b557_0.webp,Build your dream home,9000,0,300,,
a86dd80006_0.webp,Stunning Home in Norton,220000,500,3600,6,
16d9aadbcb_0.webp,"Shopping complex, food outlet, fuel station, entertainment area,joint partnerships are welcome",600000,0,40000,,
160f055b3e_0.webp,Spacious 4-Bedroom Townhouse Complex with Borehole in Chisipite,425000,558,5124,4,Harare
c6afcf56b0_0.webp,Residential stand for sale,58980,0,1966,,
3cc839f93c_0.webp,TownhouseComplexCluster For Sale in Greendale,230000,150,300,3,Greendale
f270c2a3f6_0.webp,Upmarket Residential Stands Up For Sale,14400,369,480,3,Belvedere
bdfb9f5de8_0.webp,"Spacious 1500 m² Stand for Sale in Haydon Park, Harare West",90000,0,1500,,Harare
e210bfdadc_0.webp,Residential stands for sale,16500,0,300,,Harare
e36dfe0131_0.webp,Incomplete shopping mall in Ruwa for sale,52000,0,8750000,,
afc1261df6_0.webp,Bulawayo Lodge Four winds,290000,4500,4500,4,Bulawayo
cca1536528_0.webp,BARGAIN FARM FOR SALE  KWEKWE 875ha $750 000,750000,875,8750000,,
91c1440d22_0.webp,Prime Industrial Property with Unbeatable Visibility on Kirkman Road,995000,2500,4672,,Harare
2e1e178919_0.webp,Exclusive 800sqm Stands in Westgate  Limited Offer,80000,0,800,,Harare
033f8f26f6_0.webp,Charlotte Brooke $45k,45000,280,1000,4,Harare
9fc2739329_0.webp,Waterfalls Uplands house for sale,120000,150,4078,3,Waterfalls
72b30abf1c_0.webp,Pomona Estate Stand For Sale,65000,0,2000,,Harare
3a965e04e7_0.webp,Prime Development Opportunity in Greendale,360000,200,3904,4,Greendale
112513b7f1_0.webp,Vacant Stand Sunway City Ventersburg,75000,0,2709,,Harare
30a6f7fdb0_0.webp,"Prime Warehouse  Factory for Sale in Westondale, Bulawayo CBD, 2480m² Land",165000,320,2480,,Bulawayo
70de2b110e_0.webp,"Hillside, 3 Bedroom Townhouse FOR SALE",150000,0,0,3,Hillside
d0b4475377_0.webp,Spacious 5-Bed Home in Njube with Reliable Utilities,26500,300,695,5,Bulawayo
d7cae928df_0.webp,Stands galore in a brand new gated development.,23000,0,250,,
d6349dbdfb_0.webp,A Turnkey Investment Opportunity,1689000,500,695,,Bulawayo
bac14922e8_0.webp,3 Bed House in Belvedere,195000,1300,1300,3,Belvedere
ff0e1b62e9_0.webp,Perfect Starter Home On Show,145000,200,2007,3,Harare
5698d16114_0.webp,Beautiful Lodge For Sale Kariba,850000,2000,4436,4,Bulawayo
fc07b471b5_0.webp,Secure your tomorrow today,19800,584,1016,,Bulawayo
52f02e018a_0.webp,Industrial Property For Sale In Chinhoyi,310000,3558,3558,,
cad442911a_0.webp,Colonial Charm,240000,744,21000,4,Bulawayo
fe4ab58de6_0.webp,Stands for Sale in Hatfiled - Close to Airport in Harare,40250,0,500,,Harare
7b4bbbe1c8_0.webp,Premium Agro-Residential Plots in Cromlet,220500,0,21000,,Harare
03d45518f2_0.webp,Prime Commercial Offices in Milton Park for sale,360000,1200,2000,,Milton Park
9e62500e21_0.webp,Prime Investment Opportunity,1450000,600,6700,,Newlands
a04c2cf56d_0.webp,New find,250000,300,4000,5,Harare
b66520a383_0.webp,Agro business Plot,250000,0,23000,,
1ad06a4333_0.webp,House for sale,35000,200,300,3,Harare
d7261a5497_0.webp,Land For Sale in Philadelphia,588000,0,11100,,Harare
74044fb242_0.webp,Industrial land for sale in masasa along citroen road,520000,0,13000,,Msasa
423ba9a098_0.webp,Zoned For Service Station and Shopping Mall Along Beitbridge Road,140000,0,8000,,Harare
37e13dd137_0.webp,Avenues,700000,0,1784,4,Harare
2579348276_0.webp,Dzivarasekwa 3,42000,160,400,5,Harare
1a59d8309f_0.webp,Investment Opportunity in Warren Park 2,48000,120,200,4,Warren Park
15806319f4_0.webp,Prime Residential Stand for Sale,65000,0,2183,,Waterfalls
3e3466a4b3_0.webp,Stunning property,100000,250,400,3,Harare
0d913649c0_0.webp,Family home,400000,2300,2300,4,Borrowdale
9e9595d8fc_0.webp,"Luxurious 6-Bedroom Home in Mt Pleasant Heights, Harare",360000,600,2098,4,Bulawayo
a4a2a7135c_0.webp,Kwekwe Farm for sale,350000,285,285000,,
b39d72f70a_0.webp,A house for sale,65000,350,2000,5,
0dd7f092b6_0.webp,Stunning 4 Bedroom Family Home In The Suburbs,230000,320,450,4,Harare
2306aafcdc_0.webp,Prime Industrial Land Opportunity For Sale In Arlington,260000,0,2355,,Harare
1ee3ca7c5a_0.webp,Beautiful Property on an Acre,800000,300,4047,6,Harare
3b8877b566_0.webp,"Land Sale in Springvale, Ruwa 245m² with Utilities  Tarred Roads",16999,245,245,,
0d57a6cc07_0.webp,Immaculate 3 bedroom townhouse,285000,0,0,3,Greendale
f044b3d2fb_0.webp,"House for sale in Mt Pleasant Heights , phase 2 Jockster",320000,800,1800,5,Mt Pleasant
479982c8ae_0.webp,Sprawling 15.6 Hectares of Fertile Land in Nyanga,200000,0,156000,,
99eaf35fb3_0.webp,Comfortable 4 Bedroomed Family Home,160000,1488,1488,4,Bulawayo
3d2a7b7900_0.webp,Greendale duplex flats for sale,140000,600,4000,2,Greendale
f65b02e3a0_0.webp,Double Story over looking Borrowdale Brook,450000,250,1000,4,Borrowdale
1e3a8df4ca_0.webp,Modern 3-Bedroom Flat in Zimre Park with Premium Amenities,58000,100,1500,3,Harare
360c9f659b_0.webp,Stunning Madokero House for Sale,130000,400,400,3,Harare
ac6dc7fa86_0.webp,Stand for Sale in Alex Park,450000,4000,4000,,Harare
9b10a2b4f5_0.webp,Commercial Property located in Aspindale,95000,60,2000,,Harare
a4d15b6acb_0.webp,AFFORDABLE 1238m² STAND IN HARARE NORTH,15000,1238,1238,,HARARE
2e667ede06_0.webp,Warehouse And Offices Just Off The Main Road In Industrial Part Of Chinhoyi,365000,1600,3558,,
a95819a817_0.webp,Tynwald. 20 acres beautiful medium density land available,1980000,165,80937,5,Harare
ac269520eb_0.webp,"Land for Sale Premium 1-Acre Stands at Moore Park Estate, Gweru",60000,0,4000,,
908b760fd3_0.webp,"Townhouse For Sale, Arlington Estate",150000,165,395,4,Harare
5d8a73eac2_0.webp,Modern Double Storey Home For Sale,550000,600,2029,5,Harare
b293093f8d_0.webp,Elevate your Living at Spitzkop Gardens,16500,275,275,,Bulawayo
b2b1cddb44_0.webp,MANDARA - $320k,320000,400,4047,4,Harare
b60e2ce995_0.webp,Serviced stands in Ruwa,23000,0,350,,
daad4f3dfe_0.webp,Mabvazuva Phase 1  4-Bedroom Home,110000,200,400,4,
5e81dc1ea9_0.webp,Premium Villa for Sale Shawasha Hills  Gletwyn,360000,600,2000,5,Harare
7f25559cd0_0.webp,"Borrowdale stand, Deeds",210000,0,4170,,Borrowdale
a74cca0f3e_0.webp,Magnificent Home On Wallis Rd Entertainers Dream,550000,4087,22287,6,Harare
fa0be4d361_0.webp,Fedelity Park,65000,240,964,3,Harare
a80800a4e2_0.webp,Great location for industrial service,3000000,0,22287,,Msasa
b0cf355e83_0.webp,Industrial Stand for Sale  Tynwald,95000,0,964,,Harare
20a1f4f2e3_0.webp,Prime 3150m² Land for Sale in Lakeview Norton - Your Dream Awaits,37000,0,3150,,
35ea59875d_0.webp,Southlea Park house for sale,29000,300,300,4,Harare
f75f120e70_0.webp,Hatfield 5 Bedroom House For Sale,240000,400,4300,5,Hatfield
